----------------------------------------
[17.12.2020 | 9:22:54] All frames loaded, count: 126
[17.12.2020 | 9:41:18] Calculation frame 131 complete!
[17.12.2020 | 9:41:18] Calculation frame 132 complete!
[17.12.2020 | 9:41:18] Calculation frame 133 complete!
[17.12.2020 | 9:41:18] Calculation frame 134 complete!
[17.12.2020 | 9:41:18] Calculation frame 135 complete!
[17.12.2020 | 9:41:18] Calculation frame 136 complete!
[17.12.2020 | 9:41:18] Calculation frame 137 complete!
[17.12.2020 | 9:41:18] Calculation frame 138 complete!
[17.12.2020 | 9:41:18] Calculation frame 139 complete!
[17.12.2020 | 9:41:18] Calculation frame 140 complete!
[17.12.2020 | 9:41:18] Calculation frame 141 complete!
[17.12.2020 | 9:41:18] Calculation frame 142 complete!
[17.12.2020 | 9:41:18] Calculation frame 143 complete!
[17.12.2020 | 9:41:18] Calculation frame 144 complete!
[17.12.2020 | 9:41:18] Calculation frame 145 complete!
[17.12.2020 | 9:41:18] Calculation frame 146 complete!
[17.12.2020 | 9:41:18] Calculation frame 147 complete!
[17.12.2020 | 9:41:18] Calculation frame 148 complete!
[17.12.2020 | 9:41:18] Calculation frame 149 complete!
[17.12.2020 | 9:41:18] Calculation frame 150 complete!
[17.12.2020 | 9:41:18] Calculation frame 151 complete!
[17.12.2020 | 9:41:18] Calculation frame 152 complete!
[17.12.2020 | 9:41:18] Calculation frame 153 complete!
[17.12.2020 | 9:41:18] Calculation frame 154 complete!
[17.12.2020 | 9:41:18] Calculation frame 155 complete!
[17.12.2020 | 9:41:18] Calculation frame 156 complete!
[17.12.2020 | 9:41:18] Calculation frame 157 complete!
[17.12.2020 | 9:41:18] Calculation frame 158 complete!
[17.12.2020 | 9:41:18] Calculation frame 159 complete!
[17.12.2020 | 9:41:18] Calculation frame 160 complete!
[17.12.2020 | 9:41:18] Calculation frame 161 complete!
[17.12.2020 | 9:41:18] Calculation frame 162 complete!
[17.12.2020 | 9:41:18] Calculation frame 163 complete!
[17.12.2020 | 9:41:18] Calculation frame 164 complete!
[17.12.2020 | 9:41:18] Calculation frame 165 complete!
[17.12.2020 | 9:41:18] Calculation frame 166 complete!
[17.12.2020 | 9:41:18] Calculation frame 167 complete!
[17.12.2020 | 9:41:18] Calculation frame 168 complete!
[17.12.2020 | 9:41:18] Calculation frame 169 complete!
[17.12.2020 | 9:41:18] Calculation frame 170 complete!
[17.12.2020 | 9:41:18] Calculation frame 171 complete!
[17.12.2020 | 9:41:18] Calculation frame 172 complete!
[17.12.2020 | 9:41:18] Calculation frame 173 complete!
[17.12.2020 | 9:41:18] Calculation frame 174 complete!
[17.12.2020 | 9:41:18] Calculation frame 175 complete!
[17.12.2020 | 9:41:18] Calculation frame 176 complete!
[17.12.2020 | 9:41:18] Calculation frame 177 complete!
[17.12.2020 | 9:41:18] Calculation frame 178 complete!
[17.12.2020 | 9:41:18] Calculation frame 179 complete!
[17.12.2020 | 9:41:18] Calculation frame 180 complete!
[17.12.2020 | 9:41:18] Calculation frame 181 complete!
[17.12.2020 | 9:41:18] Calculation frame 182 complete!
[17.12.2020 | 9:41:18] Calculation frame 183 complete!
[17.12.2020 | 9:41:18] Calculation frame 184 complete!
[17.12.2020 | 9:41:18] Calculation frame 185 complete!
[17.12.2020 | 9:41:18] Calculation frame 186 complete!
[17.12.2020 | 9:41:18] Calculation frame 187 complete!
[17.12.2020 | 9:41:18] Calculation frame 188 complete!
[17.12.2020 | 9:41:18] Calculation frame 189 complete!
[17.12.2020 | 9:41:18] Calculation frame 190 complete!
[17.12.2020 | 9:41:18] Calculation frame 191 complete!
[17.12.2020 | 9:41:18] Calculation frame 192 complete!
[17.12.2020 | 9:41:18] Calculation frame 193 complete!
[17.12.2020 | 9:41:18] Calculation frame 194 complete!
[17.12.2020 | 9:41:18] Calculation frame 195 complete!
[17.12.2020 | 9:41:18] Calculation frame 196 complete!
[17.12.2020 | 9:41:18] Calculation frame 197 complete!
[17.12.2020 | 9:41:18] Calculation frame 198 complete!
[17.12.2020 | 9:41:18] Calculation frame 199 complete!
[17.12.2020 | 9:41:18] Calculation frame 200 complete!
[17.12.2020 | 9:41:18] Calculation frame 201 complete!
[17.12.2020 | 9:41:18] Calculation frame 202 complete!
[17.12.2020 | 9:41:18] Calculation frame 203 complete!
[17.12.2020 | 9:41:18] Calculation frame 204 complete!
[17.12.2020 | 9:41:18] Calculation frame 205 complete!
[17.12.2020 | 9:41:18] Calculation frame 206 complete!
[17.12.2020 | 9:41:18] Calculation frame 207 complete!
[17.12.2020 | 9:41:18] Calculation frame 208 complete!
[17.12.2020 | 9:41:18] Calculation frame 209 complete!
[17.12.2020 | 9:41:18] Calculation frame 210 complete!
[17.12.2020 | 9:41:18] Calculation frame 211 complete!
[17.12.2020 | 9:41:18] Calculation frame 212 complete!
[17.12.2020 | 9:41:18] Calculation frame 213 complete!
[17.12.2020 | 9:41:18] Calculation frame 214 complete!
[17.12.2020 | 9:41:18] Calculation frame 215 complete!
[17.12.2020 | 9:41:18] Calculation frame 216 complete!
[17.12.2020 | 9:41:18] Calculation frame 217 complete!
[17.12.2020 | 9:41:18] Calculation frame 218 complete!
[17.12.2020 | 9:41:18] Calculation frame 219 complete!
[17.12.2020 | 9:41:18] Calculation frame 220 complete!
[17.12.2020 | 9:41:18] Calculation frame 221 complete!
[17.12.2020 | 9:41:18] Calculation frame 222 complete!
[17.12.2020 | 9:41:18] Calculation frame 223 complete!
[17.12.2020 | 9:41:18] Calculation frame 224 complete!
[17.12.2020 | 9:41:18] Calculation frame 225 complete!
[17.12.2020 | 9:41:18] Calculation frame 226 complete!
[17.12.2020 | 9:41:18] Calculation frame 227 complete!
[17.12.2020 | 9:41:18] Calculation frame 228 complete!
[17.12.2020 | 9:41:18] Calculation frame 229 complete!
[17.12.2020 | 9:41:18] Calculation frame 230 complete!
[17.12.2020 | 9:41:18] Calculation frame 231 complete!
[17.12.2020 | 9:41:18] Calculation frame 232 complete!
[17.12.2020 | 9:41:18] Calculation frame 233 complete!
[17.12.2020 | 9:41:18] Calculation frame 234 complete!
[17.12.2020 | 9:41:18] Calculation frame 235 complete!
[17.12.2020 | 9:41:18] Calculation frame 236 complete!
[17.12.2020 | 9:41:18] Calculation frame 237 complete!
[17.12.2020 | 9:41:18] Calculation frame 238 complete!
[17.12.2020 | 9:41:18] Calculation frame 239 complete!
[17.12.2020 | 9:41:18] Calculation frame 240 complete!
[17.12.2020 | 9:41:18] Calculation frame 241 complete!
[17.12.2020 | 9:41:18] Calculation frame 242 complete!
[17.12.2020 | 9:41:18] Calculation frame 243 complete!
[17.12.2020 | 9:41:18] Calculation frame 244 complete!
[17.12.2020 | 9:41:18] Calculation frame 245 complete!
[17.12.2020 | 9:41:18] Calculation frame 246 complete!
[17.12.2020 | 9:41:18] Calculation frame 247 complete!
[17.12.2020 | 9:41:18] Calculation frame 248 complete!
[17.12.2020 | 9:41:18] Calculation frame 249 complete!
[17.12.2020 | 9:41:18] Calculation frame 250 complete!
[17.12.2020 | 9:41:18] Calculation frame 251 complete!
[17.12.2020 | 9:41:18] Calculation frame 252 complete!
[17.12.2020 | 9:41:18] Calculation frame 253 complete!
[17.12.2020 | 9:41:18] Calculation frame 254 complete!
[17.12.2020 | 9:41:18] Calculation frame 255 complete!
[17.12.2020 | 9:41:18] Calculation frame 256 complete!
[17.12.2020 | 9:41:18] Calculation frame 257 complete!
[17.12.2020 | 9:41:18] Calculation frame 258 complete!
[17.12.2020 | 9:41:18] Calculation frame 259 complete!
[17.12.2020 | 9:41:18] Calculation frame 260 complete!
[17.12.2020 | 9:41:18] Calculation frame 261 complete!
[17.12.2020 | 9:41:18] Calculation frame 262 complete!
[17.12.2020 | 9:41:18] Calculation frame 263 complete!
[17.12.2020 | 9:41:18] Calculation frame 264 complete!
[17.12.2020 | 9:41:18] Calculation frame 265 complete!
[17.12.2020 | 9:41:18] Calculation frame 266 complete!
[17.12.2020 | 9:41:18] Calculation frame 267 complete!
[17.12.2020 | 9:41:18] Calculation frame 268 complete!
[17.12.2020 | 9:41:18] Calculation frame 269 complete!
[17.12.2020 | 9:41:18] Calculation frame 270 complete!
[17.12.2020 | 9:41:18] Calculation frame 271 complete!
[17.12.2020 | 9:41:18] Calculation frame 272 complete!
[17.12.2020 | 9:41:18] Calculation frame 273 complete!
[17.12.2020 | 9:41:18] Calculation frame 274 complete!
[17.12.2020 | 9:41:18] Calculation frame 275 complete!
[17.12.2020 | 9:41:18] Calculation frame 276 complete!
[17.12.2020 | 9:41:18] Calculation frame 277 complete!
[17.12.2020 | 9:41:18] Calculation frame 278 complete!
[17.12.2020 | 9:41:18] Calculation frame 279 complete!
[17.12.2020 | 9:41:18] Calculation frame 280 complete!
[17.12.2020 | 9:41:18] Calculation frame 281 complete!
[17.12.2020 | 9:41:18] Calculation frame 282 complete!
[17.12.2020 | 9:41:18] Calculation frame 283 complete!
[17.12.2020 | 9:41:18] Calculation frame 284 complete!
[17.12.2020 | 9:41:18] Calculation frame 285 complete!
[17.12.2020 | 9:41:18] Calculation frame 286 complete!
[17.12.2020 | 9:41:18] Calculation frame 287 complete!
[17.12.2020 | 9:41:18] Calculation frame 288 complete!
[17.12.2020 | 9:41:18] Calculation frame 289 complete!
[17.12.2020 | 9:41:18] Calculation frame 290 complete!
[17.12.2020 | 9:41:18] Calculation frame 291 complete!
[17.12.2020 | 9:41:18] Calculation frame 292 complete!
[17.12.2020 | 9:41:18] Calculation frame 293 complete!
[17.12.2020 | 9:41:18] Calculation frame 294 complete!
[17.12.2020 | 9:41:18] Calculation frame 295 complete!
[17.12.2020 | 9:41:18] Calculation frame 296 complete!
[17.12.2020 | 9:41:18] Calculation frame 297 complete!
[17.12.2020 | 9:41:18] Calculation frame 298 complete!
[17.12.2020 | 9:41:18] Calculation frame 299 complete!
[17.12.2020 | 9:41:18] Calculation frame 300 complete!
[17.12.2020 | 9:41:18] Calculation frame 301 complete!
[17.12.2020 | 9:41:18] Calculation frame 302 complete!
[17.12.2020 | 9:41:18] Calculation frame 303 complete!
[17.12.2020 | 9:41:18] Calculation frame 304 complete!
[17.12.2020 | 9:41:18] Calculation frame 305 complete!
[17.12.2020 | 9:41:18] Calculation frame 306 complete!
[17.12.2020 | 9:41:18] Calculation frame 307 complete!
[17.12.2020 | 9:41:18] Calculation frame 308 complete!
[17.12.2020 | 9:41:18] Calculation frame 309 complete!
[17.12.2020 | 9:41:18] Calculation frame 310 complete!
[17.12.2020 | 9:41:18] Calculation frame 311 complete!
[17.12.2020 | 9:41:18] Calculation frame 312 complete!
[17.12.2020 | 9:41:18] Calculation frame 313 complete!
[17.12.2020 | 9:41:18] Calculation frame 314 complete!
[17.12.2020 | 9:41:18] Calculation frame 315 complete!
[17.12.2020 | 9:41:18] Calculation frame 316 complete!
[17.12.2020 | 9:41:18] Calculation frame 317 complete!
[17.12.2020 | 9:41:18] Calculation frame 318 complete!
[17.12.2020 | 9:41:18] Calculation frame 319 complete!
[17.12.2020 | 9:41:18] Calculation frame 320 complete!
[17.12.2020 | 9:41:18] Calculation frame 321 complete!
[17.12.2020 | 9:41:18] Calculation frame 322 complete!
[17.12.2020 | 9:41:18] Calculation frame 323 complete!
[17.12.2020 | 9:41:18] Calculation frame 324 complete!
[17.12.2020 | 9:41:18] Calculation frame 325 complete!
[17.12.2020 | 9:41:18] Calculation frame 326 complete!
[17.12.2020 | 9:41:18] Calculation frame 327 complete!
[17.12.2020 | 9:41:18] Calculation frame 328 complete!
[17.12.2020 | 9:41:18] Calculation frame 329 complete!
[17.12.2020 | 9:41:18] Calculation frame 330 complete!
[17.12.2020 | 9:41:18] Calculation frame 331 complete!
[17.12.2020 | 9:41:18] Calculation frame 332 complete!
[17.12.2020 | 9:41:18] Calculation frame 333 complete!
[17.12.2020 | 9:41:18] Calculation frame 334 complete!
[17.12.2020 | 9:41:18] Calculation frame 335 complete!
[17.12.2020 | 9:41:18] Calculation frame 336 complete!
[17.12.2020 | 9:41:18] Calculation frame 337 complete!
[17.12.2020 | 9:41:18] Calculation frame 338 complete!
[17.12.2020 | 9:41:18] Calculation frame 339 complete!
[17.12.2020 | 9:41:18] Calculation frame 340 complete!
[17.12.2020 | 9:41:18] Calculation frame 341 complete!
[17.12.2020 | 9:41:18] Calculation frame 342 complete!
[17.12.2020 | 9:41:18] Calculation frame 343 complete!
[17.12.2020 | 9:41:18] Calculation frame 344 complete!
[17.12.2020 | 9:41:18] Calculation frame 345 complete!
[17.12.2020 | 9:41:18] Calculation frame 346 complete!
[17.12.2020 | 9:41:18] Calculation frame 347 complete!
[17.12.2020 | 9:41:18] Calculation frame 348 complete!
[17.12.2020 | 9:41:18] Calculation frame 349 complete!
[17.12.2020 | 9:41:18] Calculation frame 350 complete!
[17.12.2020 | 9:41:18] Calculation frame 351 complete!
[17.12.2020 | 9:41:18] Calculation frame 352 complete!
[17.12.2020 | 9:41:18] Calculation frame 353 complete!
[17.12.2020 | 9:41:18] Calculation frame 354 complete!
[17.12.2020 | 9:41:18] Calculation frame 355 complete!
[17.12.2020 | 9:41:18] Calculation frame 356 complete!
[17.12.2020 | 9:41:18] Calculation frame 357 complete!
[17.12.2020 | 9:41:18] Calculation frame 358 complete!
[17.12.2020 | 9:41:18] Calculation frame 359 complete!
[17.12.2020 | 9:41:18] Calculation frame 360 complete!
[17.12.2020 | 9:41:18] Calculation frame 361 complete!
[17.12.2020 | 9:41:18] Calculation frame 362 complete!
[17.12.2020 | 9:41:18] Calculation frame 363 complete!
[17.12.2020 | 9:41:18] Calculation frame 364 complete!
[17.12.2020 | 9:41:18] Calculation frame 365 complete!
[17.12.2020 | 9:41:18] Calculation frame 366 complete!
[17.12.2020 | 9:41:18] Calculation frame 367 complete!
[17.12.2020 | 9:41:18] Calculation frame 368 complete!
[17.12.2020 | 9:41:18] Calculation frame 369 complete!
[17.12.2020 | 9:41:18] Calculation frame 370 complete!
[17.12.2020 | 9:41:18] Calculation frame 371 complete!
[17.12.2020 | 9:41:18] Calculation frame 372 complete!
[17.12.2020 | 9:41:18] Calculation frame 373 complete!
[17.12.2020 | 9:41:18] Calculation frame 374 complete!
[17.12.2020 | 9:41:18] Calculation frame 375 complete!
[17.12.2020 | 9:41:18] Calculation frame 376 complete!
[17.12.2020 | 9:41:18] Calculation frame 377 complete!
[17.12.2020 | 9:41:18] Calculation frame 378 complete!
[17.12.2020 | 9:41:18] Calculation frame 379 complete!
[17.12.2020 | 9:41:18] Calculation frame 380 complete!
[17.12.2020 | 9:41:18] Calculation frame 381 complete!
[17.12.2020 | 9:41:18] Calculation frame 382 complete!
[17.12.2020 | 9:41:18] Calculation frame 383 complete!
[17.12.2020 | 9:41:18] Calculation frame 384 complete!
[17.12.2020 | 9:41:18] Calculation frame 385 complete!
[17.12.2020 | 9:41:18] Calculation frame 386 complete!
[17.12.2020 | 9:41:18] Calculation frame 387 complete!
[17.12.2020 | 9:41:18] Calculation frame 388 complete!
[17.12.2020 | 9:41:18] Calculation frame 389 complete!
[17.12.2020 | 9:41:18] Calculation frame 390 complete!
[17.12.2020 | 9:41:18] Calculation frame 391 complete!
[17.12.2020 | 9:41:18] Calculation frame 392 complete!
[17.12.2020 | 9:41:18] Calculation frame 393 complete!
[17.12.2020 | 9:41:18] Calculation frame 394 complete!
[17.12.2020 | 9:41:18] Calculation frame 395 complete!
[17.12.2020 | 9:41:18] Calculation frame 396 complete!
[17.12.2020 | 9:41:18] Calculation frame 397 complete!
[17.12.2020 | 9:41:18] Calculation frame 398 complete!
[17.12.2020 | 9:41:18] Calculation frame 399 complete!
[17.12.2020 | 9:41:18] Calculation frame 400 complete!
[17.12.2020 | 9:41:18] Calculation frame 401 complete!
[17.12.2020 | 9:41:18] Calculation frame 402 complete!
[17.12.2020 | 9:41:18] Calculation frame 403 complete!
[17.12.2020 | 9:41:18] Calculation frame 404 complete!
[17.12.2020 | 9:41:18] Calculation frame 405 complete!
[17.12.2020 | 9:41:18] Calculation frame 406 complete!
[17.12.2020 | 9:41:18] Calculation frame 407 complete!
[17.12.2020 | 9:41:18] Calculation frame 408 complete!
[17.12.2020 | 9:41:18] Calculation frame 409 complete!
[17.12.2020 | 9:41:18] Calculation frame 410 complete!
[17.12.2020 | 9:41:18] Calculation frame 411 complete!
[17.12.2020 | 9:41:18] Calculation frame 412 complete!
[17.12.2020 | 9:41:18] Calculation frame 413 complete!
[17.12.2020 | 9:41:18] Calculation frame 414 complete!
[17.12.2020 | 9:41:18] Calculation frame 415 complete!
[17.12.2020 | 9:41:18] Calculation frame 416 complete!
[17.12.2020 | 9:41:18] Calculation frame 417 complete!
[17.12.2020 | 9:41:18] Calculation frame 418 complete!
[17.12.2020 | 9:41:18] Calculation frame 419 complete!
[17.12.2020 | 9:41:18] Calculation frame 420 complete!
[17.12.2020 | 9:41:18] Calculation frame 421 complete!
[17.12.2020 | 9:41:18] Calculation frame 422 complete!
[17.12.2020 | 9:41:18] Calculation frame 423 complete!
[17.12.2020 | 9:41:18] Calculation frame 424 complete!
[17.12.2020 | 9:41:18] Calculation frame 425 complete!
[17.12.2020 | 9:41:18] Calculation frame 426 complete!
[17.12.2020 | 9:41:18] Calculation frame 427 complete!
[17.12.2020 | 9:41:18] Calculation frame 428 complete!
[17.12.2020 | 9:41:18] Calculation frame 429 complete!
[17.12.2020 | 9:41:18] Calculation frame 430 complete!
[17.12.2020 | 9:41:18] Calculation frame 431 complete!
[17.12.2020 | 9:41:18] Calculation frame 432 complete!
[17.12.2020 | 9:41:18] Calculation frame 433 complete!
[17.12.2020 | 9:41:18] Calculation frame 434 complete!
[17.12.2020 | 9:41:18] Calculation frame 435 complete!
[17.12.2020 | 9:41:18] Calculation frame 436 complete!
[17.12.2020 | 9:41:18] Calculation frame 437 complete!
[17.12.2020 | 9:41:18] Calculation frame 438 complete!
[17.12.2020 | 9:41:18] Calculation frame 439 complete!
[17.12.2020 | 9:41:18] Calculation frame 440 complete!
[17.12.2020 | 9:41:18] Calculation frame 441 complete!
[17.12.2020 | 9:41:18] Calculation frame 442 complete!
[17.12.2020 | 9:41:18] Calculation frame 443 complete!
[17.12.2020 | 9:41:18] Calculation frame 444 complete!
[17.12.2020 | 9:41:18] Calculation frame 445 complete!
[17.12.2020 | 9:41:18] Calculation frame 446 complete!
[17.12.2020 | 9:41:18] Calculation frame 447 complete!
[17.12.2020 | 9:41:18] Calculation frame 448 complete!
[17.12.2020 | 9:41:18] Calculation frame 449 complete!
[17.12.2020 | 9:41:18] Calculation frame 450 complete!
[17.12.2020 | 9:41:18] Calculation frame 451 complete!
[17.12.2020 | 9:41:18] Calculation frame 452 complete!
[17.12.2020 | 9:41:18] Calculation frame 453 complete!
[17.12.2020 | 9:41:18] Calculation frame 454 complete!
[17.12.2020 | 9:41:18] Calculation frame 455 complete!
[17.12.2020 | 9:41:18] Calculation frame 456 complete!
[17.12.2020 | 9:41:18] Calculation frame 457 complete!
[17.12.2020 | 9:41:18] Calculation frame 458 complete!
[17.12.2020 | 9:41:18] Calculation frame 459 complete!
[17.12.2020 | 9:41:18] Calculation frame 460 complete!
[17.12.2020 | 9:41:18] Calculation frame 461 complete!
[17.12.2020 | 9:41:18] Calculation frame 462 complete!
[17.12.2020 | 9:41:18] Calculation frame 463 complete!
[17.12.2020 | 9:41:18] Calculation frame 464 complete!
[17.12.2020 | 9:41:18] Calculation frame 465 complete!
[17.12.2020 | 9:41:18] Calculation frame 466 complete!
[17.12.2020 | 9:41:18] Calculation frame 467 complete!
[17.12.2020 | 9:41:18] Calculation frame 468 complete!
[17.12.2020 | 9:41:18] Calculation frame 469 complete!
[17.12.2020 | 9:41:18] Calculation frame 470 complete!
[17.12.2020 | 9:41:18] Calculation frame 471 complete!
[17.12.2020 | 9:41:18] Calculation frame 472 complete!
[17.12.2020 | 9:41:18] Calculation frame 473 complete!
[17.12.2020 | 9:41:18] Calculation frame 474 complete!
[17.12.2020 | 9:41:18] Calculation frame 475 complete!
[17.12.2020 | 9:41:18] Calculation frame 476 complete!
[17.12.2020 | 9:41:18] Calculation frame 477 complete!
[17.12.2020 | 9:41:18] Calculation frame 478 complete!
[17.12.2020 | 9:41:18] Calculation frame 479 complete!
[17.12.2020 | 9:41:18] Calculation frame 480 complete!
[17.12.2020 | 9:41:18] Calculation frame 481 complete!
[17.12.2020 | 9:41:18] Calculation frame 482 complete!
[17.12.2020 | 9:41:18] Calculation frame 483 complete!
[17.12.2020 | 9:41:18] Calculation frame 484 complete!
[17.12.2020 | 9:41:18] Calculation frame 485 complete!
[17.12.2020 | 9:41:18] Calculation frame 486 complete!
[17.12.2020 | 9:41:18] Calculation frame 487 complete!
[17.12.2020 | 9:41:18] Calculation frame 488 complete!
[17.12.2020 | 9:41:18] Calculation frame 489 complete!
[17.12.2020 | 9:41:18] Calculation frame 490 complete!
[17.12.2020 | 9:41:18] Calculation frame 491 complete!
[17.12.2020 | 9:41:18] Calculation frame 492 complete!
[17.12.2020 | 9:41:18] Calculation frame 493 complete!
[17.12.2020 | 9:41:18] Calculation frame 494 complete!
[17.12.2020 | 9:41:18] Calculation frame 495 complete!
[17.12.2020 | 9:41:18] Calculation frame 496 complete!
[17.12.2020 | 9:41:18] Calculation frame 497 complete!
[17.12.2020 | 9:41:18] Calculation frame 498 complete!
[17.12.2020 | 9:41:18] Calculation frame 499 complete!
[17.12.2020 | 9:41:18] Calculation frame 500 complete!
[17.12.2020 | 9:41:18] Calculation frame 501 complete!
[17.12.2020 | 9:41:18] Calculation frame 502 complete!
[17.12.2020 | 9:41:18] Calculation frame 503 complete!
[17.12.2020 | 9:41:18] Calculation frame 504 complete!
[17.12.2020 | 9:41:18] Calculation frame 505 complete!
[17.12.2020 | 9:41:18] Calculation frame 506 complete!
[17.12.2020 | 9:41:18] Calculation frame 507 complete!
[17.12.2020 | 9:41:18] Calculation frame 508 complete!
[17.12.2020 | 9:41:18] Calculation frame 509 complete!
[17.12.2020 | 9:41:18] Calculation frame 510 complete!
[17.12.2020 | 9:41:18] Calculation frame 511 complete!
[17.12.2020 | 9:41:18] Calculation frame 512 complete!
[17.12.2020 | 9:41:18] Calculation frame 513 complete!
[17.12.2020 | 9:41:18] Calculation frame 514 complete!
[17.12.2020 | 9:41:18] Calculation frame 515 complete!
[17.12.2020 | 9:41:18] Calculation frame 516 complete!
[17.12.2020 | 9:41:18] Calculation frame 517 complete!
[17.12.2020 | 9:41:18] Calculation frame 518 complete!
[17.12.2020 | 9:41:18] Calculation frame 519 complete!
[17.12.2020 | 9:41:18] Calculation frame 520 complete!
[17.12.2020 | 9:41:18] Calculation frame 521 complete!
[17.12.2020 | 9:41:18] Calculation frame 522 complete!
[17.12.2020 | 9:41:18] Calculation frame 523 complete!
[17.12.2020 | 9:41:18] Calculation frame 524 complete!
[17.12.2020 | 9:41:18] Calculation frame 525 complete!
[17.12.2020 | 9:41:18] Calculation frame 526 complete!
[17.12.2020 | 9:41:18] Calculation frame 527 complete!
[17.12.2020 | 9:41:18] Calculation frame 528 complete!
[17.12.2020 | 9:41:18] Calculation frame 529 complete!
[17.12.2020 | 9:41:18] Calculation frame 530 complete!
[17.12.2020 | 9:41:18] Calculation frame 531 complete!
[17.12.2020 | 9:41:18] Calculation frame 532 complete!
[17.12.2020 | 9:41:18] Calculation frame 533 complete!
[17.12.2020 | 9:41:18] Calculation frame 534 complete!
[17.12.2020 | 9:41:18] Calculation frame 535 complete!
[17.12.2020 | 9:41:18] Calculation frame 536 complete!
[17.12.2020 | 9:41:18] Calculation frame 537 complete!
[17.12.2020 | 9:41:18] Calculation frame 538 complete!
[17.12.2020 | 9:41:18] Calculation frame 539 complete!
[17.12.2020 | 9:41:18] Calculation frame 540 complete!
[17.12.2020 | 9:41:18] Calculation frame 541 complete!
[17.12.2020 | 9:41:18] Calculation frame 542 complete!
[17.12.2020 | 9:41:18] Calculation frame 543 complete!
[17.12.2020 | 9:41:18] Calculation frame 544 complete!
[17.12.2020 | 9:41:18] Calculation frame 545 complete!
[17.12.2020 | 9:41:18] Calculation frame 546 complete!
[17.12.2020 | 9:41:18] Calculation frame 547 complete!
[17.12.2020 | 9:41:18] Calculation frame 548 complete!
[17.12.2020 | 9:41:18] Calculation frame 549 complete!
[17.12.2020 | 9:41:18] Calculation frame 550 complete!
[17.12.2020 | 9:41:18] Calculation frame 551 complete!
[17.12.2020 | 9:41:18] Calculation frame 552 complete!
[17.12.2020 | 9:41:18] Calculation frame 553 complete!
[17.12.2020 | 9:41:18] Calculation frame 554 complete!
[17.12.2020 | 9:41:18] Calculation frame 555 complete!
[17.12.2020 | 9:41:18] Calculation frame 556 complete!
[17.12.2020 | 9:41:18] Calculation frame 557 complete!
[17.12.2020 | 9:41:18] Calculation frame 558 complete!
[17.12.2020 | 9:41:18] Calculation frame 559 complete!
[17.12.2020 | 9:41:18] Calculation frame 560 complete!
[17.12.2020 | 9:41:18] Calculation frame 561 complete!
[17.12.2020 | 9:41:18] Calculation frame 562 complete!
[17.12.2020 | 9:41:18] Calculation frame 563 complete!
[17.12.2020 | 9:41:18] Calculation frame 564 complete!
[17.12.2020 | 9:41:18] Calculation frame 565 complete!
[17.12.2020 | 9:41:18] Calculation frame 566 complete!
[17.12.2020 | 9:41:18] Calculation frame 567 complete!
[17.12.2020 | 9:41:18] Calculation frame 568 complete!
[17.12.2020 | 9:41:18] Calculation frame 569 complete!
[17.12.2020 | 9:41:18] Calculation frame 570 complete!
[17.12.2020 | 9:41:18] Calculation is done! Time spent: 794ms
[17.12.2020 | 9:41:18] All frames loaded, count: 311
[17.12.2020 | 9:41:18] Binarization frame 0 complete!
[17.12.2020 | 9:41:18] Binarization frame 1 complete!
[17.12.2020 | 9:41:18] Binarization frame 2 complete!
[17.12.2020 | 9:41:18] Binarization frame 3 complete!
[17.12.2020 | 9:41:18] Binarization frame 4 complete!
[17.12.2020 | 9:41:18] Binarization frame 5 complete!
[17.12.2020 | 9:41:18] Binarization frame 6 complete!
[17.12.2020 | 9:41:18] Binarization frame 7 complete!
[17.12.2020 | 9:41:18] Binarization frame 8 complete!
[17.12.2020 | 9:41:18] Binarization frame 9 complete!
[17.12.2020 | 9:41:18] Binarization frame 10 complete!
[17.12.2020 | 9:41:18] Binarization frame 11 complete!
[17.12.2020 | 9:41:18] Binarization frame 12 complete!
[17.12.2020 | 9:41:18] Binarization frame 13 complete!
[17.12.2020 | 9:41:18] Binarization frame 14 complete!
[17.12.2020 | 9:41:18] Binarization frame 15 complete!
[17.12.2020 | 9:41:18] Binarization frame 16 complete!
[17.12.2020 | 9:41:18] Binarization frame 17 complete!
[17.12.2020 | 9:41:18] Binarization frame 18 complete!
[17.12.2020 | 9:41:18] Binarization frame 19 complete!
[17.12.2020 | 9:41:18] Binarization frame 20 complete!
[17.12.2020 | 9:41:18] Binarization frame 21 complete!
[17.12.2020 | 9:41:18] Binarization frame 22 complete!
[17.12.2020 | 9:41:18] Binarization frame 23 complete!
[17.12.2020 | 9:41:18] Binarization frame 24 complete!
[17.12.2020 | 9:41:18] Binarization frame 25 complete!
[17.12.2020 | 9:41:18] Binarization frame 26 complete!
[17.12.2020 | 9:41:18] Binarization frame 27 complete!
[17.12.2020 | 9:41:18] Binarization frame 28 complete!
[17.12.2020 | 9:41:18] Binarization frame 29 complete!
[17.12.2020 | 9:41:18] Binarization frame 30 complete!
[17.12.2020 | 9:41:18] Binarization frame 31 complete!
[17.12.2020 | 9:41:18] Binarization frame 32 complete!
[17.12.2020 | 9:41:18] Binarization frame 33 complete!
[17.12.2020 | 9:41:18] Binarization frame 34 complete!
[17.12.2020 | 9:41:18] Binarization frame 35 complete!
[17.12.2020 | 9:41:18] Binarization frame 36 complete!
[17.12.2020 | 9:41:18] Binarization frame 37 complete!
[17.12.2020 | 9:41:18] Binarization frame 38 complete!
